Rank,Major,Major_category,Total,Sample_size,Men,Women,ShareWomen,Full_time_year_round,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,College_jobs_binned,Non_college_jobs_binned,Median_binned,Total_binned,Sample_size_binned,Men_binned,Women_binned,ShareWomen_binned,Full_time_year_round_binned,P25th_binned,P75th_binned,Low_wage_jobs_binned
121,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Education,804,5,78253,63698,0.448732309,504,34000,29000,35000,346,206,111,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(6.96e+04,8.7e+04]","(6.14e+04,9.21e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
122,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health,12740,31,4747,5959,0.556603774,3236,33500,23000,40000,3051,3539,1159,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
123,MISCELLANEOUS BIOLOGY,Biology & Life Science,10706,63,5521,7219,0.566640502,4542,33500,23000,48000,4253,2722,459,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(1.5e+04,1.52e+05]","(7.42e+04,8.9e+04]","(3.08e+04,3.96e+04]","(2.76e+05,3.15e+05]","(1.26e+03,1.69e+03]","(1.04e+05,1.22e+05]","(1.54e+05,1.84e+05]","(0.581,0.678]","(1e+05,1.2e+05]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(2.41e+04,2.89e+04]"
125,SOCIOLOGY,Social Science,115433,1024,24704,28120,0.532333788,56561,33000,25000,44000,29051,48899,13748,"(1.5e+04,1.52e+05]","(4.45e+04,5.94e+04]","(3.08e+04,3.96e+04]","(7.88e+04,1.18e+05]","(844,1.26e+03]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.484,0.581]","(4.01e+04,6e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(9.64e+03,1.45e+04]"
126,MASS MEDIA,Communications & Journalism,52824,590,3741,26730,0.877227528,27521,33000,25000,45000,12855,25297,6429,"(1.17e+04,1.33e+04]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
127,TREATMENT THERAPY PROFESSIONS,Health,48491,224,3654,6496,0.64,21735,33000,24000,41000,22215,14616,4468,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
128,HOSPITALITY MANAGEMENT,Business,43647,546,4416,12185,0.733991928,23106,33000,25000,42000,2325,23341,9063,"(1.67e+03,3.33e+03]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
129,LANGUAGE AND DRAMA EDUCATION,Education,30471,235,3878,5276,0.576360061,15266,33000,24000,40000,17985,6824,2819,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
130,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,Humanities & Liberal Arts,16601,88,2337,7579,0.76432029,5821,33000,25000,40000,4122,5695,2085,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
131,MISCELLANEOUS EDUCATION,Education,10150,126,32510,82923,0.718364766,5816,33000,30000,45000,5284,2438,657,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(6.14e+04,9.21e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
132,INTERDISCIPLINARY SOCIAL SCIENCES,Social Science,9916,95,13487,35004,0.721865913,4714,33000,24000,40000,2630,3906,1470,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
133,ECOLOGY,Biology & Life Science,9154,86,15204,28443,0.651659908,3912,33000,23000,42000,2856,4159,976,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
134,SECONDARY TEACHER EDUCATION,Education,17125,156,6820,10305,0.601751825,9193,32500,25000,38000,10304,3967,1385,"(1e+04,1.17e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
135,GENERAL MEDICAL AND HEALTH SERVICES,Health,33599,202,7574,26025,0.774576624,12809,32400,25000,45000,9364,12889,3816,"(8.33e+03,1e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
136,PHILOSOPHY AND RELIGIOUS STUDIES,Humanities & Liberal Arts,54814,375,31967,22847,0.416809574,21816,32200,23000,47100,14444,20313,8051,"(1.33e+04,1.5e+04]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.388,0.484]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
137,ART AND MUSIC EDUCATION,Education,34181,338,10732,23449,0.6860244,16537,32100,25000,40000,20821,8260,2767,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(1.5e+04,1.52e+05]","(5.94e+04,7.42e+04]","(3.08e+04,3.96e+04]","(1.58e+05,1.97e+05]","(1.26e+03,1.69e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(8e+04,1e+05]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(2.41e+04,2.89e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.5e+04,1.52e+05]","(2.97e+04,4.45e+04]","(3.08e+04,3.96e+04]","(1.58e+05,1.97e+05]","(1.26e+03,1.69e+03]","(-54.7,1.75e+04]","(1.54e+05,1.84e+05]","(0.872,0.97]","(8e+04,1e+05]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(9.64e+03,1.45e+04]"
140,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,Industrial Arts & Consumer Services,125074,1014,2049,4434,0.683942619,57978,32000,24000,43000,27581,63946,16838,"(1.5e+04,1.52e+05]","(5.94e+04,7.42e+04]","(3.08e+04,3.96e+04]","(1.18e+05,1.58e+05]","(844,1.26e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(4.01e+04,6e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(1.45e+04,1.93e+04]"
141,LIBERAL ARTS,Humanities & Liberal Arts,71369,569,58227,136446,0.70089843,33438,32000,25000,42000,18565,28558,9030,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(5.22e+04,6.96e+04]","(1.23e+05,1.54e+05]","(0.678,0.775]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
142,FILM VIDEO AND PHOTOGRAPHIC ARTS,Arts,38761,331,22339,49030,0.686992952,15740,32000,22000,42000,7368,20721,5862,"(6.67e+03,8.33e+03]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
143,GENERAL SOCIAL SCIENCES,Social Science,12920,113,62181,62893,0.502846315,5679,32000,27000,50000,3602,4778,1634,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(5.22e+04,6.96e+04]","(6.14e+04,9.21e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
144,PLANT SCIENCE AND AGRONOMY,Agriculture & Natural Resources,7416,110,5079,7841,0.606888545,4522,32000,22900,40000,2089,3545,1231,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
145,SCIENCE AND COMPUTER TEACHER EDUCATION,Education,6483,59,22357,16404,0.423208896,3247,32000,28000,39000,4214,1106,591,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.5e+04,1.52e+05]","(1.34e+05,1.49e+05]","(3.08e+04,3.96e+04]","(3.54e+05,3.94e+05]","(2.53e+03,2.95e+03]","(6.96e+04,8.7e+04]","(2.76e+05,3.07e+05]","(0.775,0.872]","(1.6e+05,1.8e+05]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.34e+04,4.83e+04]"
147,MUSIC,Arts,60633,419,15670,12543,0.444582285,21425,31000,22300,42000,13752,28786,9286,"(1.33e+04,1.5e+04]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
148,PHYSICAL AND HEALTH EDUCATION TEACHING,Education,28213,259,29909,30724,0.506720763,13651,31000,24000,40000,12777,9328,2042,"(1.17e+04,1.33e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
149,ART HISTORY AND CRITICISM,Humanities & Liberal Arts,21030,204,3240,17790,0.845934379,9965,31000,23000,40000,5139,9738,3426,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
150,FINE ARTS,Arts,74440,623,24786,49654,0.667033853,31877,30500,21000,41000,20792,32725,11880,"(1.5e+04,1.52e+05]","(2.97e+04,4.45e+04]","(2.19e+04,3.08e+04]","(3.95e+04,7.88e+04]","(423,844]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.581,0.678]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(9.64e+03,1.45e+04]"
151,FAMILY AND CONSUMER SCIENCES,Industrial Arts & Consumer Services,58001,518,5347,16226,0.752143884,26906,30000,22900,40000,20985,20133,5248,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(2.19e+04,3.08e+04]","(3.95e+04,7.88e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
152,SOCIAL WORK,Psychology & Social Work,53552,374,2734,11709,0.810704147,27588,30000,25000,35000,27449,14416,4344,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
153,ANIMAL SCIENCES,Agriculture & Natural Resources,21573,255,5166,52835,0.91093257,10824,30000,22000,40000,5443,9571,2125,"(5e+03,6.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
154,VISUAL AND PERFORMING ARTS,Arts,16250,132,2013,4639,0.697384245,6322,30000,22000,40000,3849,7635,2840,"(3.33e+03,5e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
155,TEACHER EDUCATION: MULTIPLE LEVELS,Education,14443,142,1936,7692,0.798919817,8457,30000,24000,37000,10766,1949,722,"(1e+04,1.17e+04]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
156,MISCELLANEOUS PSYCHOLOGY,Psychology & Social Work,9628,60,885,8489,0.90558993,3838,30000,20800,40000,2960,3948,1650,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
157,HUMAN SERVICES AND COMMUNITY ORGANIZATION,Psychology & Social Work,9374,89,5137,48415,0.904074544,5061,30000,24000,35000,2878,4595,724,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
158,HUMANITIES,Humanities & Liberal Arts,6652,49,4133,12117,0.745661538,2661,30000,20000,49000,1168,3354,1141,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
159,THEOLOGY AND RELIGIOUS VOCATIONS,Humanities & Liberal Arts,30207,310,404,1084,0.728494624,13944,29000,22000,38000,9927,12037,3304,"(8.33e+03,1e+04]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
160,STUDIO ARTS,Arts,16977,182,4364,6146,0.584776403,7413,29000,19200,38300,3948,8707,3586,"(3.33e+03,5e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
161,COSMETOLOGY SERVICES AND CULINARY ARTS,Industrial Arts & Consumer Services,10510,117,18616,11591,0.383719006,5949,29000,20000,36000,563,7384,3163,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
162,MISCELLANEOUS AGRICULTURE,Agriculture & Natural Resources,1488,24,4754,12223,0.719974083,936,29000,23000,42100,483,626,31,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
163,ANTHROPOLOGY AND ARCHEOLOGY,Humanities & Liberal Arts,38844,247,1167,36422,0.968953683,13232,28000,20000,38000,9805,16693,6866,"(8.33e+03,1e+04]","(1.48e+04,2.97e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
164,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health,38279,95,11376,27468,0.707136237,14460,28000,20000,40000,19957,9404,5125,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(4.82e+03,9.64e+03]"
165,EARLY CHILDHOOD EDUCATION,Education,37589,342,1225,37054,0.967998119,20748,28000,21000,35000,23515,7705,2868,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.872,0.97]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
166,OTHER FOREIGN LANGUAGES,Humanities & Liberal Arts,11204,56,3472,7732,0.690110675,3214,27500,22900,38000,2326,3703,1115,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
167,DRAMA AND THEATER ARTS,Arts,43249,357,7022,11931,0.629504564,16891,27000,19200,35000,6994,25313,11068,"(6.67e+03,8.33e+03]","(1.48e+04,2.97e+04]","(2.19e+04,3.08e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(9.64e+03,1.45e+04]"
168,COMPOSITION AND RHETORIC,Humanities & Liberal Arts,18953,151,14440,28809,0.666119448,7832,27000,20000,35000,4855,8100,3466,"(3.33e+03,5e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
169,ZOOLOGY,Biology & Life Science,8409,47,3050,5359,0.637293376,3602,26000,20000,39000,2771,2947,743,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
170,EDUCATIONAL PSYCHOLOGY,Psychology & Social Work,2854,7,522,2332,0.817098809,1211,25000,24000,34000,1488,615,82,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
171,CLINICAL PSYCHOLOGY,Psychology & Social Work,2838,13,568,2270,0.799859056,1293,25000,25000,40000,986,870,622,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
172,COUNSELING PSYCHOLOGY,Psychology & Social Work,4626,21,931,3695,0.798746217,2738,23400,19200,26000,2403,1245,308,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(2.19e+04,3.23e+04]","(-48.2,4.82e+03]"
173,LIBRARY SCIENCE,Education,1098,2,134,964,0.877959927,410,22000,20000,22000,288,338,192,"(0,1.67e+03]","(-148,1.48e+04]","(2.19e+04,3.08e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(2.19e+04,3.23e+04]","(-48.2,4.82e+03]"
